Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
284,Exit Short,Open,,,,,,,,,,,
284,Entry Short,My Short Entry Id,2024-01-03 22:00,42556.00,,,,,,,,,
283,Exit Long,My Short Entry Id,2024-01-03 22:00,42556.00,0.079653,-185.19,-5.18,13642.64,-0.78,83.24,2.33,332.95,9.31
283,Entry Long,My Long Entry Id,2024-01-02 10:00,44881.00,0.079653,-185.19,-5.18,13642.64,-0.78,83.24,2.33,332.95,9.31
282,Exit Short,My Long Entry Id,2024-01-02 10:00,44881.00,0.085044,-211.16,-5.86,13827.83,-0.88,75.43,2.09,255.56,7.09
282,Entry Short,My Short Entry Id,2023-12-26 18:00,42398.00,0.085044,-211.16,-5.86,13827.83,-0.88,75.43,2.09,255.56,7.09
281,Exit Long,My Short Entry Id,2023-12-26 18:00,42398.00,0.084235,-54.92,-1.51,14039.00,-0.23,114.90,3.17,215.81,5.95
281,Entry Long,My Long Entry Id,2023-12-14 06:00,43050.00,0.084235,-54.92,-1.51,14039.00,-0.23,114.90,3.17,215.81,5.95
280,Exit Short,My Long Entry Id,2023-12-14 06:00,43050.00,0.086283,-87.58,-2.41,14093.92,-0.36,163.07,4.5,98.45,2.71
280,Entry Short,My Short Entry Id,2023-12-11 14:00,42035.00,0.086283,-87.58,-2.41,14093.92,-0.36,163.07,4.5,98.45,2.71
279,Exit Long,My Short Entry Id,2023-12-11 14:00,42035.00,0.09345,353.80,9.9,14181.50,1.48,605.37,16.94,71.40,2
279,Entry Long,My Long Entry Id,2023-11-29 02:00,38249.00,0.09345,353.80,9.9,14181.50,1.48,605.37,16.94,71.40,2
278,Exit Short,My Long Entry Id,2023-11-29 02:00,38249.00,0.099932,-215.85,-5.99,13827.69,-0.9,6.50,0.18,233.44,6.47
278,Entry Short,My Short Entry Id,2023-11-22 10:00,36089.00,0.099932,-215.85,-5.99,13827.69,-0.9,6.50,0.18,233.44,6.47
277,Exit Long,My Short Entry Id,2023-11-22 10:00,36089.00,0.096438,-152.37,-4.19,14043.55,-0.63,29.32,0.81,209.17,5.76
277,Entry Long,My Long Entry Id,2023-11-16 06:00,37669.00,0.096438,-152.37,-4.19,14043.55,-0.63,29.32,0.81,209.17,5.76
276,Exit Short,My Long Entry Id,2023-11-16 06:00,37669.00,0.101256,-160.59,-4.4,14195.92,-0.66,137.91,3.77,178.31,4.88
276,Entry Short,My Short Entry Id,2023-11-15 02:00,36083.00,0.101256,-160.59,-4.4,14195.92,-0.66,137.91,3.77,178.31,4.88
275,Exit Long,My Short Entry Id,2023-11-15 02:00,36083.00,0.125762,1040.30,29.74,14356.51,4.46,1280.38,36.61,21.13,0.6
275,Entry Long,My Long Entry Id,2023-10-16 17:00,27811.00,0.125762,1040.30,29.74,14356.51,4.46,1280.38,36.61,21.13,0.6
274,Exit Short,My Long Entry Id,2023-10-16 17:00,27811.00,0.127792,-49.33,-1.41,13316.21,-0.21,117.06,3.34,91.50,2.61
274,Entry Short,My Short Entry Id,2023-10-03 09:00,27425.00,0.127792,-49.33,-1.41,13316.21,-0.21,117.06,3.34,91.50,2.61
273,Exit Long,My Short Entry Id,2023-10-03 09:00,27425.00,0.130745,95.31,2.73,13365.54,0.41,248.02,7.11,81.19,2.33
273,Entry Long,My Long Entry Id,2023-09-27 21:00,26696.00,0.130745,95.31,2.73,13365.54,0.41,248.02,7.11,81.19,2.33
272,Exit Short,My Long Entry Id,2023-09-27 21:00,26696.00,0.131668,-17.91,-0.51,13270.22,-0.08,75.84,2.17,35.02,1
272,Entry Short,My Short Entry Id,2023-09-23 06:00,26560.00,0.131668,-17.91,-0.51,13270.22,-0.08,75.84,2.17,35.02,1
271,Exit Long,My Short Entry Id,2023-09-23 06:00,26560.00,0.133439,59.91,1.72,13288.13,0.26,183.48,5.27,47.37,1.36
271,Entry Long,My Long Entry Id,2023-09-12 21:00,26111.00,0.133439,59.91,1.72,13288.13,0.26,183.48,5.27,47.37,1.36
270,Exit Short,My Long Entry Id,2023-09-12 21:00,26111.00,0.139226,-131.29,-3.75,13228.22,-0.56,37.87,1.08,158.02,4.51
270,Entry Short,My Short Entry Id,2023-09-12 01:00,25168.00,0.139226,-131.29,-3.75,13228.22,-0.56,37.87,1.08,158.02,4.51
269,Exit Long,My Short Entry Id,2023-09-12 01:00,25168.00,0.133856,-159.02,-4.51,13359.51,-0.68,3.35,0.09,190.21,5.39
269,Entry Long,My Long Entry Id,2023-09-08 09:00,26356.00,0.133856,-159.02,-4.51,13359.51,-0.68,3.35,0.09,190.21,5.39
268,Exit Short,My Long Entry Id,2023-09-08 09:00,26356.00,0.134635,-17.77,-0.5,13518.53,-0.08,123.06,3.49,29.22,0.83
268,Entry Short,My Short Entry Id,2023-09-01 01:00,26224.00,0.134635,-17.77,-0.5,13518.53,-0.08,123.06,3.49,29.22,0.83
267,Exit Long,My Short Entry Id,2023-09-01 01:00,26224.00,0.133067,-46.84,-1.32,13536.30,-0.2,208.92,5.91,110.18,3.12
267,Entry Long,My Long Entry Id,2023-08-24 05:00,26576.00,0.133067,-46.84,-1.32,13536.30,-0.2,208.92,5.91,110.18,3.12
266,Exit Short,My Long Entry Id,2023-08-24 05:00,26576.00,0.119834,306.66,8.78,13583.14,1.32,456.45,13.07,7.07,0.2
266,Entry Short,My Short Entry Id,2023-08-16 17:00,29135.00,0.119834,306.66,8.78,13583.14,1.32,456.45,13.07,7.07,0.2
265,Exit Long,My Short Entry Id,2023-08-16 17:00,29135.00,0.117567,-78.30,-2.23,13276.48,-0.34,49.14,1.4,134.73,3.85
265,Entry Long,My Long Entry Id,2023-08-02 09:00,29801.00,0.117567,-78.30,-2.23,13276.48,-0.34,49.14,1.4,134.73,3.85
264,Exit Short,My Long Entry Id,2023-08-02 09:00,29801.00,0.115716,51.73,1.48,13354.78,0.22,195.91,5.6,22.68,0.65
264,Entry Short,My Short Entry Id,2023-07-15 06:00,30248.00,0.115716,51.73,1.48,13354.78,0.22,195.91,5.6,22.68,0.65
263,Exit Long,My Short Entry Id,2023-07-15 06:00,30248.00,0.113874,-59.21,-1.69,13303.06,-0.25,119.23,3.4,97.82,2.79
263,Entry Long,My Long Entry Id,2023-07-11 05:00,30768.00,0.113874,-59.21,-1.69,13303.06,-0.25,119.23,3.4,97.82,2.79
262,Exit Short,My Long Entry Id,2023-07-11 05:00,30768.00,0.117033,-84.03,-2.39,13362.27,-0.36,14.40,0.41,117.50,3.34
262,Entry Short,My Short Entry Id,2023-07-07 09:00,30050.00,0.117033,-84.03,-2.39,13362.27,-0.36,14.40,0.41,117.50,3.34
261,Exit Long,My Short Entry Id,2023-07-07 09:00,30050.00,0.132452,545.17,15.87,13446.30,2.38,737.36,21.47,0.93,0.03
261,Entry Long,My Long Entry Id,2023-06-17 01:00,25934.00,0.132452,545.17,15.87,13446.30,2.38,737.36,21.47,0.93,0.03
260,Exit Short,My Long Entry Id,2023-06-17 01:00,25934.00,0.134903,-55.45,-1.61,12901.13,-0.24,105.76,3.07,119.79,3.48
260,Entry Short,My Short Entry Id,2023-06-10 14:00,25523.00,0.134903,-55.45,-1.61,12901.13,-0.24,105.76,3.07,119.79,3.48
259,Exit Long,My Short Entry Id,2023-06-10 14:00,25523.00,0.128831,-186.48,-5.37,12956.57,-0.81,52.56,1.51,192.67,5.54
259,Entry Long,My Long Entry Id,2023-06-07 05:00,26970.50,0.128831,-186.48,-5.37,12956.57,-0.81,52.56,1.51,192.67,5.54
258,Exit Short,My Long Entry Id,2023-06-07 05:00,26970.50,0.128194,12.63,0.36,13143.06,0.05,222.67,6.42,49.23,1.42
258,Entry Short,My Short Entry Id,2023-05-31 21:00,27069.00,0.128194,12.63,0.36,13143.06,0.05,222.67,6.42,49.23,1.42
257,Exit Long,My Short Entry Id,2023-05-31 21:00,27069.00,0.128165,-0.13,0,13130.43,0,176.16,5.08,12.11,0.35
257,Entry Long,My Long Entry Id,2023-05-28 09:00,27070.00,0.128165,-0.13,0,13130.43,0,176.16,5.08,12.11,0.35
256,Exit Short,My Long Entry Id,2023-05-28 09:00,27070.00,0.132976,-113.03,-3.24,13130.56,-0.49,48.74,1.4,119.55,3.43
256,Entry Short,My Short Entry Id,2023-05-25 01:00,26220.00,0.132976,-113.03,-3.24,13130.56,-0.49,48.74,1.4,119.55,3.43
255,Exit Long,My Short Entry Id,2023-05-25 01:00,26220.00,0.127741,-161.53,-4.6,13243.59,-0.69,22.99,0.65,183.18,5.22
255,Entry Long,My Long Entry Id,2023-05-16 01:00,27484.50,0.127741,-161.53,-4.6,13243.59,-0.69,22.99,0.65,183.18,5.22
254,Exit Short,My Long Entry Id,2023-05-16 01:00,27484.50,0.124302,82.10,2.35,13405.12,0.35,291.67,8.34,21.69,0.62
254,Entry Short,My Short Entry Id,2023-05-08 13:00,28145.00,0.124302,82.10,2.35,13405.12,0.35,291.67,8.34,21.69,0.62
253,Exit Long,My Short Entry Id,2023-05-08 13:00,28145.00,0.119082,-172.97,-4.91,13323.01,-0.74,28.94,0.82,184.93,5.25
253,Entry Long,My Long Entry Id,2023-05-06 01:00,29597.50,0.119082,-172.97,-4.91,13323.01,-0.74,28.94,0.82,184.93,5.25
252,Exit Short,My Long Entry Id,2023-05-06 01:00,29597.50,0.125318,-148.13,-4.16,13495.98,-0.63,95.68,2.69,192.86,5.42
252,Entry Short,My Short Entry Id,2023-04-27 05:00,28415.50,0.125318,-148.13,-4.16,13495.98,-0.63,95.68,2.69,192.86,5.42
251,Exit Long,My Short Entry Id,2023-04-27 05:00,28415.50,0.123648,-38.08,-1.07,13644.11,-0.16,159.57,4.49,185.22,5.22
251,Entry Long,My Long Entry Id,2023-04-26 17:00,28723.50,0.123648,-38.08,-1.07,13644.11,-0.16,159.57,4.49,185.22,5.22
250,Exit Short,My Long Entry Id,2023-04-26 17:00,28723.50,0.121524,53.41,1.51,13682.19,0.23,270.33,7.63,41.32,1.17
250,Entry Short,My Short Entry Id,2023-04-19 17:00,29163.00,0.121524,53.41,1.51,13682.19,0.23,270.33,7.63,41.32,1.17
249,Exit Long,My Short Entry Id,2023-04-19 17:00,29163.00,0.117632,-133.81,-3.75,13628.78,-0.56,17.29,0.49,151.69,4.26
249,Entry Long,My Long Entry Id,2023-04-18 21:00,30300.50,0.117632,-133.81,-3.75,13628.78,-0.56,17.29,0.49,151.69,4.26
248,Exit Short,My Long Entry Id,2023-04-18 21:00,30300.50,0.121169,-93.06,-2.6,13762.59,-0.39,52.41,1.46,115.17,3.22
248,Entry Short,My Short Entry Id,2023-04-17 21:00,29532.50,0.121169,-93.06,-2.6,13762.59,-0.39,52.41,1.46,115.17,3.22
247,Exit Long,My Short Entry Id,2023-04-17 21:00,29532.50,0.124854,128.04,3.6,13855.64,0.54,312.63,8.78,161.12,4.53
247,Entry Long,My Long Entry Id,2023-03-29 17:00,28507.00,0.124854,128.04,3.6,13855.64,0.54,312.63,8.78,161.12,4.53
246,Exit Short,My Long Entry Id,2023-03-29 17:00,28507.00,0.133186,-206.57,-5.75,13727.61,-0.86,44.22,1.23,224.49,6.25
246,Entry Short,My Short Entry Id,2023-03-28 09:00,26956.00,0.133186,-206.57,-5.75,13727.61,-0.86,44.22,1.23,224.49,6.25
245,Exit Long,My Short Entry Id,2023-03-28 09:00,26956.00,0.16107,884.44,25.58,13934.18,3.84,1204.64,34.84,26.98,0.78
245,Entry Long,My Long Entry Id,2023-03-13 05:00,21465.00,0.16107,884.44,25.58,13934.18,3.84,1204.64,34.84,26.98,0.78
244,Exit Short,My Long Entry Id,2023-03-13 05:00,21465.00,0.144393,311.24,9.13,13049.74,1.37,587.46,17.22,139.63,4.09
244,Entry Short,My Short Entry Id,2023-02-23 01:00,23620.50,0.144393,311.24,9.13,13049.74,1.37,587.46,17.22,139.63,4.09
243,Exit Long,My Short Entry Id,2023-02-23 01:00,23620.50,0.152007,207.64,6.14,12738.50,0.92,454.12,13.42,32.91,0.97
243,Entry Long,My Long Entry Id,2023-02-15 05:00,22254.50,0.152007,207.64,6.14,12738.50,0.92,454.12,13.42,32.91,0.97
242,Exit Short,My Long Entry Id,2023-02-15 05:00,22254.50,0.147173,91.39,2.71,12530.86,0.41,223.41,6.64,82.56,2.45
242,Entry Short,My Short Entry Id,2023-02-06 05:00,22875.50,0.147173,91.39,2.71,12530.86,0.41,223.41,6.64,82.56,2.45
241,Exit Long,My Short Entry Id,2023-02-06 05:00,22875.50,0.140329,-183.13,-5.4,12439.47,-0.81,2.60,0.08,200.53,5.91
241,Entry Long,My Long Entry Id,2023-02-02 09:00,24180.50,0.140329,-183.13,-5.4,12439.47,-0.81,2.60,0.08,200.53,5.91
240,Exit Short,My Long Entry Id,2023-02-02 09:00,24180.50,0.15113,-226.39,-6.6,12622.60,-0.99,27.96,0.82,236.22,6.89
240,Entry Short,My Short Entry Id,2023-01-31 05:00,22682.50,0.15113,-226.39,-6.6,12622.60,-0.99,27.96,0.82,236.22,6.89
239,Exit Long,My Short Entry Id,2023-01-31 05:00,22682.50,0.193439,1129.68,34.67,12848.99,5.2,1374.09,42.18,34.82,1.07
239,Entry Long,My Long Entry Id,2023-01-04 13:00,16842.50,0.193439,1129.68,34.67,12848.99,5.2,1374.09,42.18,34.82,1.07
238,Exit Short,My Long Entry Id,2023-01-04 13:00,16842.50,0.186574,100.38,3.1,11719.31,0.46,208.50,6.43,23.88,0.74
238,Entry Short,My Short Entry Id,2022-12-16 01:00,17380.50,0.186574,100.38,3.1,11719.31,0.46,208.50,6.43,23.88,0.74
237,Exit Long,My Short Entry Id,2022-12-16 01:00,17380.50,0.188302,35.49,1.1,11618.93,0.16,219.18,6.77,61.95,1.91
237,Entry Long,My Long Entry Id,2022-12-09 09:00,17192.00,0.188302,35.49,1.1,11618.93,0.16,219.18,6.77,61.95,1.91
236,Exit Short,My Long Entry Id,2022-12-09 09:00,17192.00,0.191972,-55.10,-1.7,11583.43,-0.25,43.10,1.33,72.76,2.24
236,Entry Short,My Short Entry Id,2022-12-06 05:00,16905.00,0.191972,-55.10,-1.7,11583.43,-0.25,43.10,1.33,72.76,2.24
235,Exit Long,My Short Entry Id,2022-12-06 05:00,16905.00,0.192779,16.00,0.49,11638.53,0.07,111.81,3.45,24.68,0.76
235,Entry Long,My Long Entry Id,2022-11-30 09:00,16822.00,0.192779,16.00,0.49,11638.53,0.07,111.81,3.45,24.68,0.76
234,Exit Short,My Long Entry Id,2022-11-30 09:00,16822.00,0.202064,-135.28,-4.14,11622.53,-0.62,35.26,1.08,142.56,4.37
234,Entry Short,My Short Entry Id,2022-11-28 21:00,16152.50,0.202064,-135.28,-4.14,11622.53,-0.62,35.26,1.08,142.56,4.37
233,Exit Long,My Short Entry Id,2022-11-28 21:00,16152.50,0.198385,-69.83,-2.13,11757.81,-0.32,53.37,1.63,93.64,2.86
233,Entry Long,My Long Entry Id,2022-11-23 17:00,16504.50,0.198385,-69.83,-2.13,11757.81,-0.32,53.37,1.63,93.64,2.86
232,Exit Short,My Long Entry Id,2022-11-23 17:00,16504.50,0.153926,638.02,20.07,11827.64,3.01,800.03,25.17,35.10,1.1
232,Entry Short,My Short Entry Id,2022-11-08 01:00,20649.50,0.153926,638.02,20.07,11827.64,3.01,800.03,25.17,35.10,1.1
231,Exit Long,My Short Entry Id,2022-11-08 01:00,20649.50,0.151193,-77.03,-2.41,11189.62,-0.36,45.51,1.42,86.78,2.71
231,Entry Long,My Long Entry Id,2022-11-05 06:00,21159.00,0.151193,-77.03,-2.41,11189.62,-0.36,45.51,1.42,86.78,2.71
230,Exit Short,My Long Entry Id,2022-11-05 06:00,21159.00,0.160031,-170.11,-5.29,11266.65,-0.79,3.52,0.11,189.80,5.9
230,Entry Short,My Short Entry Id,2022-11-03 21:00,20096.00,0.160031,-170.11,-5.29,11266.65,-0.79,3.52,0.11,189.80,5.9
229,Exit Long,My Short Entry Id,2022-11-03 21:00,20096.00,0.164295,99.81,3.12,11436.77,0.47,256.63,8.01,56.19,1.75
229,Entry Long,My Long Entry Id,2022-10-24 05:00,19488.50,0.164295,99.81,3.12,11436.77,0.47,256.63,8.01,56.19,1.75
228,Exit Short,My Long Entry Id,2022-10-24 05:00,19488.50,0.169576,-91.40,-2.84,11336.96,-0.43,45.11,1.4,94.96,2.96
228,Entry Short,My Short Entry Id,2022-10-20 09:00,18949.50,0.169576,-91.40,-2.84,11336.96,-0.43,45.11,1.4,94.96,2.96
227,Exit Long,My Short Entry Id,2022-10-20 09:00,18949.50,0.166458,-70.41,-2.18,11428.36,-0.33,93.88,2.91,76.24,2.36
227,Entry Long,My Long Entry Id,2022-10-14 05:00,19372.50,0.166458,-70.41,-2.18,11428.36,-0.33,93.88,2.91,76.24,2.36
226,Exit Short,My Long Entry Id,2022-10-14 05:00,19372.50,0.166262,3.33,0.1,11498.77,0.02,199.93,6.2,36.91,1.14
226,Entry Short,My Short Entry Id,2022-10-08 01:00,19392.50,0.166262,3.33,0.1,11498.77,0.02,199.93,6.2,36.91,1.14
225,Exit Long,My Short Entry Id,2022-10-08 01:00,19392.50,0.162835,-78.16,-2.42,11495.44,-0.36,92.82,2.87,91.43,2.83
225,Entry Long,My Long Entry Id,2022-10-04 17:00,19872.50,0.162835,-78.16,-2.42,11495.44,-0.36,92.82,2.87,91.43,2.83
224,Exit Short,My Long Entry Id,2022-10-04 17:00,19872.50,0.171027,-139.39,-4.28,11573.61,-0.64,102.02,3.13,189.50,5.81
224,Entry Short,My Short Entry Id,2022-09-28 05:00,19057.50,0.171027,-139.39,-4.28,11573.61,-0.64,102.02,3.13,189.50,5.81
223,Exit Long,My Short Entry Id,2022-09-28 05:00,19057.50,0.163773,-159.92,-4.87,11712.99,-0.73,54.70,1.67,201.52,6.14
223,Entry Long,My Long Entry Id,2022-09-27 13:00,20034.00,0.163773,-159.92,-4.87,11712.99,-0.73,54.70,1.67,201.52,6.14
222,Exit Short,My Long Entry Id,2022-09-27 13:00,20034.00,0.157274,113.08,3.46,11872.92,0.52,410.33,12.57,25.24,0.77
222,Entry Short,My Short Entry Id,2022-09-14 01:00,20753.00,0.157274,113.08,3.46,11872.92,0.52,410.33,12.57,25.24,0.77
221,Exit Long,My Short Entry Id,2022-09-14 01:00,20753.00,0.159894,64.12,1.97,11759.84,0.3,385.66,11.85,2.72,0.08
221,Entry Long,My Long Entry Id,2022-09-09 13:00,20352.00,0.159894,64.12,1.97,11759.84,0.3,385.66,11.85,2.72,0.08
220,Exit Short,My Long Entry Id,2022-09-09 13:00,20352.00,0.13477,444.54,13.95,11695.72,2.09,691.64,21.7,1.82,0.06
220,Entry Short,My Short Entry Id,2022-08-17 21:00,23650.50,0.13477,444.54,13.95,11695.72,2.09,691.64,21.7,1.82,0.06
219,Exit Long,My Short Entry Id,2022-08-17 21:00,23650.50,0.133126,-45.80,-1.43,11251.18,-0.22,160.22,5.02,68.96,2.16
219,Entry Long,My Long Entry Id,2022-08-10 21:00,23994.50,0.133126,-45.80,-1.43,11251.18,-0.22,160.22,5.02,68.96,2.16
218,Exit Short,My Long Entry Id,2022-08-10 21:00,23994.50,0.139345,-129.45,-4.03,11296.98,-0.6,56.92,1.77,138.93,4.32
218,Entry Short,My Short Entry Id,2022-08-10 01:00,23065.50,0.139345,-129.45,-4.03,11296.98,-0.6,56.92,1.77,138.93,4.32
217,Exit Long,My Short Entry Id,2022-08-10 01:00,23065.50,0.134107,-142.56,-4.41,11426.43,-0.66,14.08,0.44,169.38,5.23
217,Entry Long,My Long Entry Id,2022-08-08 17:00,24128.50,0.134107,-142.56,-4.41,11426.43,-0.66,14.08,0.44,169.38,5.23
216,Exit Short,My Long Entry Id,2022-08-08 17:00,24128.50,0.142768,-182.17,-5.58,11568.98,-0.84,66.03,2.02,187.03,5.73
216,Entry Short,My Short Entry Id,2022-08-02 13:00,22852.50,0.142768,-182.17,-5.58,11568.98,-0.84,66.03,2.02,187.03,5.73
215,Exit Long,My Short Entry Id,2022-08-02 13:00,22852.50,0.14326,11.39,0.35,11751.15,0.05,268.76,8.24,28.58,0.88
215,Entry Long,My Long Entry Id,2022-07-28 05:00,22773.00,0.14326,11.39,0.35,11751.15,0.05,268.76,8.24,28.58,0.88
214,Exit Short,My Long Entry Id,2022-07-28 05:00,22773.00,0.157418,-282.25,-8.55,11739.77,-1.28,42.82,1.3,333.10,10.09
