Trade #,Type,Signal,Date/Time,Price USDT,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
89,Entry Short,做空:78,2023-09-04 01:00,25871.0,0.003853,0.31,0.31,17.07,0.26,0.31,0.31,0.98,0.98
88,Exit Short,损78,2023-09-04 03:00,26037.3,0.000003,-0.0005,-0.64,16.76,0,0.0002,0.27,0.0005,0.64
88,Entry Short,做空:78,2023-09-04 01:00,25871.0,0.000003,-0.0005,-0.64,16.76,0,0.0002,0.27,0.0005,0.64
87,Exit Short,损78,2023-09-04 03:00,26037.3,0.003862,-0.55,-0.55,16.76,-0.47,0.36,0.36,0.55,0.55
87,Entry Short,做空:77,2023-09-03 22:00,25894.5,0.003862,-0.55,-0.55,16.76,-0.47,0.36,0.36,0.55,0.55
86,Exit Short,损76,2023-09-03 21:00,26029.5,0.003866,-0.64,-0.64,17.31,-0.54,0.02,0.02,0.64,0.64
86,Entry Short,做空:76,2023-09-03 18:00,25863.5,0.003866,-0.64,-0.64,17.31,-0.54,0.02,0.02,0.64,0.64
85,Exit Short,盈75,2023-08-28 09:00,25998.4,0.003835,0.33,0.33,17.95,0.28,0.33,0.33,0.16,0.16
85,Entry Short,做空:75,2023-08-28 06:00,26085.5,0.003835,0.33,0.33,17.95,0.28,0.33,0.33,0.16,0.16
84,Exit Short,盈74,2023-08-21 16:00,25990.3,0.003822,0.68,0.68,17.62,0.58,0.68,0.68,0.03,0.03
84,Entry Short,做空:74,2023-08-21 09:00,26168.5,0.003822,0.68,0.68,17.62,0.58,0.68,0.68,0.03,0.03
83,Exit Short,盈73,2023-08-21 00:00,25986.6,0.003829,0.51,0.51,16.94,0.44,0.51,0.51,0.05,0.05
83,Entry Short,做空:73,2023-08-20 23:00,26121.0,0.003829,0.51,0.51,16.94,0.44,0.51,0.51,0.05,0.05
82,Exit Long,损72,2023-08-17 05:00,28897.0,0.003432,-0.92,-0.92,16.43,-0.78,0.22,0.22,0.92,0.92
82,Entry Long,做多:72,2023-08-17 03:00,29164.0,0.003432,-0.92,-0.92,16.43,-0.78,0.22,0.22,0.92,0.92
81,Exit Long,损71,2023-08-17 05:00,28912.0,0.003433,-0.83,-0.83,17.34,-0.7,0.26,0.26,0.83,0.83
81,Entry Long,做多:71,2023-08-17 00:00,29153.0,0.003433,-0.83,-0.83,17.34,-0.7,0.26,0.26,0.83,0.83
80,Exit Long,损70,2023-08-17 05:00,28913.9,0.003434,-0.81,-0.81,18.17,-0.68,0.27,0.27,0.81,0.81
80,Entry Long,做多:70,2023-08-16 22:00,29150.0,0.003434,-0.81,-0.81,18.17,-0.68,0.27,0.27,0.81,0.81
79,Exit Long,损69,2023-08-17 01:00,28990.6,0.003429,-0.69,-0.69,18.98,-0.57,0.08,0.08,0.69,0.69
79,Entry Long,做多:69,2023-08-16 16:00,29191.0,0.003429,-0.69,-0.69,18.98,-0.57,0.08,0.08,0.69,0.69
78,Exit Long,损68,2023-08-12 01:00,29263.7,0.003404,-0.50,-0.5,19.66,-0.41,0.48,0.48,0.50,0.5
78,Entry Long,做多:68,2023-08-11 14:00,29410.0,0.003404,-0.50,-0.5,19.66,-0.41,0.48,0.48,0.50,0.5
77,Exit Long,损67,2023-08-12 01:00,29308.3,0.003387,-0.79,-0.79,20.16,-0.66,0.66,0.66,0.79,0.79
77,Entry Long,做多:67,2023-08-10 22:00,29542.5,0.003387,-0.79,-0.79,20.16,-0.66,0.66,0.66,0.79,0.79
76,Exit Short,盈66,2023-08-01 01:00,29164.4,0.003408,0.61,0.61,20.95,0.51,0.61,0.61,0.01,0.01
76,Entry Short,做空:66,2023-07-31 23:00,29344.5,0.003408,0.61,0.61,20.95,0.51,0.61,0.61,0.01,0.01
75,Exit Long,盈65,2023-07-28 23:00,29346.6,0.003425,0.52,0.52,20.34,0.43,0.52,0.52,0.07,0.07
75,Entry Long,做多:65,2023-07-28 19:00,29195.0,0.003425,0.52,0.52,20.34,0.43,0.52,0.52,0.07,0.07
74,Exit Short,盈64,2023-07-28 00:00,29299.6,0.00339,0.67,0.67,19.82,0.56,0.67,0.67,0.02,0.02
74,Entry Short,做空:64,2023-07-27 22:00,29496.0,0.00339,0.67,0.67,19.82,0.56,0.67,0.67,0.02,0.02
73,Exit Short,损63,2023-07-27 03:00,29386.8,0.003426,-0.69,-0.69,19.15,-0.58,0.16,0.16,0.69,0.69
73,Entry Short,做空:63,2023-07-26 14:00,29185.5,0.003426,-0.69,-0.69,19.15,-0.58,0.16,0.16,0.69,0.69
72,Exit Short,损62,2023-07-12 21:00,30877.5,0.003276,-1.18,-1.18,19.84,-0.97,0.81,0.81,1.18,1.18
72,Entry Short,做空:62,2023-07-11 17:00,30518.0,0.003276,-1.18,-1.18,19.84,-0.97,0.81,0.81,1.18,1.18
71,Exit Short,盈61,2023-07-10 05:00,30111.9,0.003303,0.51,0.51,21.02,0.42,0.51,0.51,0.05,0.05
71,Entry Short,做空:61,2023-07-10 02:00,30266.0,0.003303,0.51,0.51,21.02,0.42,0.51,0.51,0.05,0.05
70,Exit Long,盈60,2023-06-29 19:00,30510.5,0.00332,1.31,1.31,20.51,1.1,1.31,1.31,0.28,0.28
70,Entry Long,做多:60,2023-06-29 07:00,30114.5,0.00332,1.31,1.31,20.51,1.1,1.31,1.31,0.28,0.28
69,Exit Long,损59,2023-06-29 04:00,29861.0,0.003311,-1.09,-1.09,19.20,-0.9,0.20,0.2,1.09,1.09
69,Entry Long,做多:59,2023-06-29 04:00,30189.5,0.003311,-1.09,-1.09,19.20,-0.9,0.20,0.2,1.09,1.09
68,Exit Long,盈58,2023-06-24 00:00,30674.6,0.003302,1.31,1.31,20.29,1.1,1.31,1.31,0.10,0.1
68,Entry Long,做多:58,2023-06-24 00:00,30277.5,0.003302,1.31,1.31,20.29,1.1,1.31,1.31,0.10,0.1
67,Exit Short,盈57,2023-06-19 08:00,26304.8,0.003762,1.09,1.09,18.97,0.93,1.09,1.09,0.44,0.44
67,Entry Short,做空:57,2023-06-17 17:00,26595.5,0.003762,1.09,1.09,18.97,0.93,1.09,1.09,0.44,0.44
66,Exit Short,盈56,2023-06-05 11:00,26875.4,0.003688,0.84,0.84,17.88,0.72,0.84,0.84,0.05,0.05
66,Entry Short,做空:56,2023-06-05 09:00,27102.5,0.003688,0.84,0.84,17.88,0.72,0.84,0.84,0.05,0.05
65,Exit Short,盈54,2023-06-04 06:00,26931.6,0.003672,1.08,1.08,17.04,0.93,1.08,1.08,0.34,0.34
65,Entry Short,做空:55,2023-06-03 09:00,27224.5,0.003672,1.08,1.08,17.04,0.93,1.08,1.08,0.34,0.34
64,Exit Short,盈54,2023-06-04 06:00,26931.6,0.000009,0.002,0.83,15.97,0,0.002,0.83,0.001,0.59
64,Entry Short,做空:54,2023-06-03 06:00,27157.5,0.000009,0.002,0.83,15.97,0,0.002,0.83,0.001,0.59
63,Exit Short,盈55,2023-06-04 06:00,27007.9,0.003672,0.55,0.55,15.97,0.48,0.55,0.55,0.59,0.59
63,Entry Short,做空:54,2023-06-03 06:00,27157.5,0.003672,0.55,0.55,15.97,0.48,0.55,0.55,0.59,0.59
62,Exit Long,盈53,2023-06-01 08:00,27220.7,0.003713,1.12,1.12,15.42,0.98,1.12,1.12,0.09,0.09
62,Entry Long,做多:53,2023-06-01 02:00,26920.0,0.003713,1.12,1.12,15.42,0.98,1.12,1.12,0.09,0.09
61,Exit Short,盈52,2023-05-27 22:00,26539.7,0.003739,0.72,0.72,14.30,0.63,0.72,0.72,0.14,0.14
61,Entry Short,做空:52,2023-05-27 13:00,26731.5,0.003739,0.72,0.72,14.30,0.63,0.72,0.72,0.14,0.14
60,Exit Short,损51,2023-05-26 23:00,26633.7,0.003782,-0.74,-0.74,13.58,-0.65,0.37,0.37,0.74,0.74
60,Entry Short,做空:51,2023-05-26 19:00,26437.5,0.003782,-0.74,-0.74,13.58,-0.65,0.37,0.37,0.74,0.74
59,Exit Long,盈50,2023-05-26 04:00,26479.2,0.003821,1.18,1.18,14.32,1.04,1.18,1.18,0.22,0.22
59,Entry Long,做多:50,2023-05-25 13:00,26170.0,0.003821,1.18,1.18,14.32,1.04,1.18,1.18,0.22,0.22
58,Exit Short,盈49,2023-05-18 23:00,27111.5,0.003658,0.80,0.8,13.14,0.71,0.80,0.8,0.45,0.45
58,Entry Short,做空:49,2023-05-18 20:00,27331.0,0.003658,0.80,0.8,13.14,0.71,0.80,0.8,0.45,0.45
57,Exit Long,损48,2023-05-17 20:00,26686.5,0.003703,-1.15,-1.15,12.34,-1.01,0.84,0.84,1.15,1.15
57,Entry Long,做多:48,2023-05-17 07:00,26996.5,0.003703,-1.15,-1.15,12.34,-1.01,0.84,0.84,1.15,1.15
56,Exit Short,盈47,2023-05-16 08:00,27116.9,0.003645,1.09,1.09,13.49,0.97,1.09,1.09,0.05,0.05
56,Entry Short,做空:47,2023-05-16 04:00,27416.5,0.003645,1.09,1.09,13.49,0.97,1.09,1.09,0.05,0.05
55,Exit Long,损46,2023-05-12 15:00,26145.5,0.003751,-1.88,-1.88,12.40,-1.65,0.05,0.05,1.88,1.88
55,Entry Long,做多:46,2023-05-12 14:00,26646.5,0.003751,-1.88,-1.88,12.40,-1.65,0.05,0.05,1.88,1.88
54,Exit Long,盈45,2023-05-10 21:00,27899.6,0.003627,1.35,1.35,14.28,1.19,1.35,1.35,0.72,0.72
54,Entry Long,做多:45,2023-05-09 06:00,27528.0,0.003627,1.35,1.35,14.28,1.19,1.35,1.35,0.72,0.72
53,Exit Short,盈44,2023-05-04 22:00,28804.1,0.003428,1.22,1.22,12.93,1.09,1.22,1.22,0.25,0.25
53,Entry Short,做空:44,2023-05-04 21:00,29159.5,0.003428,1.22,1.22,12.93,1.09,1.22,1.22,0.25,0.25
52,Exit Long,盈42,2023-05-03 00:00,28721.8,0.003527,2.65,2.68,11.71,2.43,2.65,2.68,0.37,0.38
52,Entry Long,做多:43,2023-05-02 07:00,27972.0,0.003527,2.65,2.68,11.71,2.43,2.65,2.68,0.37,0.38
51,Exit Long,盈43,2023-05-02 23:00,28463.1,0.000046,0.02,1.76,9.06,0.02,0.02,1.76,0.005,0.38
51,Entry Long,做多:43,2023-05-02 07:00,27972.0,0.000046,0.02,1.76,9.06,0.02,0.02,1.76,0.005,0.38
50,Exit Long,盈43,2023-05-02 23:00,28463.1,0.003527,0.45,0.45,9.04,0.41,0.45,0.45,2.43,2.43
50,Entry Long,做多:42,2023-05-02 02:00,28336.0,0.003527,0.45,0.45,9.04,0.41,0.45,0.45,2.43,2.43
49,Exit Long,损41,2023-04-21 04:00,28138.9,0.003466,-2.42,-2.42,8.59,-2.18,0.81,0.81,2.42,2.42
49,Entry Long,做多:41,2023-04-20 13:00,28835.5,0.003466,-2.42,-2.42,8.59,-2.18,0.81,0.81,2.42,2.42
48,Exit Long,损40,2023-04-20 21:00,28320.1,0.003458,-2.02,-2.02,11.01,-1.79,0.57,0.57,2.02,2.02
48,Entry Long,做多:40,2023-04-20 10:00,28905.0,0.003458,-2.02,-2.02,11.01,-1.79,0.57,0.57,2.02,2.02
47,Exit Short,盈39,2023-04-19 17:00,29949.6,0.003291,1.37,1.37,13.03,1.22,1.37,1.37,0.10,0.1
47,Entry Short,做空:39,2023-04-19 07:00,30364.5,0.003291,1.37,1.37,13.03,1.22,1.37,1.37,0.10,0.1
46,Exit Long,盈37,2023-04-17 03:00,30469.2,0.003298,0.72,0.72,11.66,0.65,0.72,0.72,0.34,0.34
46,Entry Long,做多:38,2023-04-16 12:00,30251.5,0.003298,0.72,0.72,11.66,0.65,0.72,0.72,0.34,0.34
45,Exit Long,盈38,2023-04-17 03:00,30430.2,0.000004,0.001,0.59,10.95,0,0.001,0.59,0.0004,0.34
45,Entry Long,做多:38,2023-04-16 12:00,30251.5,0.000004,0.001,0.59,10.95,0,0.001,0.59,0.0004,0.34
44,Exit Long,盈38,2023-04-17 03:00,30430.2,0.003298,0.46,0.46,10.95,0.42,0.46,0.46,0.61,0.61
44,Entry Long,做多:37,2023-04-16 04:00,30290.5,0.003298,0.46,0.46,10.95,0.42,0.46,0.46,0.61,0.61
43,Exit Long,盈35,2023-04-13 18:00,30289.4,0.003335,1.35,1.35,10.48,1.24,1.35,1.35,0.11,0.11
43,Entry Long,做多:36,2023-04-13 09:00,29885.0,0.003335,1.35,1.35,10.48,1.24,1.35,1.35,0.11,0.11
42,Exit Long,盈36,2023-04-13 17:00,30238.4,0.000007,0.002,1.18,9.13,0,0.002,1.18,0.0002,0.11
42,Entry Long,做多:36,2023-04-13 09:00,29885.0,0.000007,0.002,1.18,9.13,0,0.002,1.18,0.0002,0.11
41,Exit Long,盈36,2023-04-13 17:00,30238.4,0.003335,0.97,0.97,9.13,0.9,0.97,0.97,0.51,0.51
41,Entry Long,做多:35,2023-04-13 06:00,29947.5,0.003335,0.97,0.97,9.13,0.9,0.97,0.97,0.51,0.51
40,Exit Long,盈33,2023-04-10 06:00,28389.1,0.003564,1.66,1.67,8.16,1.56,1.66,1.67,0.70,0.7
40,Entry Long,做多:34,2023-04-06 21:00,27922.5,0.003564,1.66,1.67,8.16,1.56,1.66,1.67,0.70,0.7
39,Exit Long,盈34,2023-04-10 04:00,28182.1,0.000016,0.004,0.93,6.50,0,0.004,0.93,0.003,0.7
39,Entry Long,做多:34,2023-04-06 21:00,27922.5,0.000016,0.004,0.93,6.50,0,0.004,0.93,0.003,0.7
38,Exit Long,盈34,2023-04-10 04:00,28182.1,0.003564,0.47,0.47,6.49,0.44,0.47,0.47,1.32,1.32
38,Entry Long,做多:33,2023-04-06 11:00,28051.5,0.003564,0.47,0.47,6.49,0.44,0.47,0.47,1.32,1.32
37,Exit Short,盈32,2023-04-03 00:00,28095.4,0.003498,1.68,1.68,6.03,1.61,1.68,1.68,0.14,0.14
37,Entry Short,做空:32,2023-04-01 12:00,28575.5,0.003498,1.68,1.68,6.03,1.61,1.68,1.68,0.14,0.14
36,Exit Long,盈31,2023-03-31 22:00,28364.8,0.003586,1.73,1.73,4.35,1.68,1.73,1.73,0.15,0.15
36,Entry Long,做多:31,2023-03-31 20:00,27883.5,0.003586,1.73,1.73,4.35,1.68,1.73,1.73,0.15,0.15
35,Exit Short,盈29,2023-03-19 01:00,26576.1,0.003627,3.37,3.38,2.62,3.4,3.37,3.38,0.55,0.55
35,Entry Short,做空:30,2023-03-18 16:00,27504.5,0.003627,3.37,3.38,2.62,3.4,3.37,3.38,0.55,0.55
34,Exit Short,盈29,2023-03-19 01:00,26576.1,0.000023,0.02,2.75,-0.75,0.02,0.02,2.75,0.01,1.2
34,Entry Short,做空:29,2023-03-18 11:00,27329.0,0.000023,0.02,2.75,-0.75,0.02,0.02,2.75,0.01,1.2
33,Exit Short,盈30,2023-03-19 01:00,26885.7,0.003627,1.61,1.62,-0.77,1.65,1.61,1.62,1.19,1.2
33,Entry Short,做空:29,2023-03-18 11:00,27329.0,0.003627,1.61,1.62,-0.77,1.65,1.61,1.62,1.19,1.2
32,Exit Short,损28,2023-03-17 10:00,25415.7,0.004005,-2.02,-2.02,-2.38,-2.03,0.02,0.02,2.02,2.02
32,Entry Short,做空:28,2023-03-17 10:00,24912.5,0.004005,-2.02,-2.02,-2.38,-2.03,0.02,0.02,2.02,2.02
31,Exit Short,损27,2023-03-17 10:00,25405.8,0.004032,-2.86,-2.87,-0.36,-2.79,0.17,0.17,2.86,2.87
31,Entry Short,做空:27,2023-03-17 06:00,24697.0,0.004032,-2.86,-2.87,-0.36,-2.79,0.17,0.17,2.86,2.87
30,Exit Long,盈26,2023-03-16 19:00,24885.9,0.004093,2.27,2.27,2.50,2.27,2.27,2.27,0.54,0.54
30,Entry Long,做多:26,2023-03-16 11:00,24332.5,0.004093,2.27,2.27,2.50,2.27,2.27,2.27,0.54,0.54
29,Exit Long,盈25,2023-03-10 22:00,20137.9,0.005063,1.97,1.97,0.23,2,1.97,1.97,0.16,0.16
29,Entry Long,做多:25,2023-03-10 21:00,19749.5,0.005063,1.97,1.97,0.23,2,1.97,1.97,0.16,0.16
28,Exit Long,损23,2023-03-10 03:00,21337.2,0.004608,-1.68,-1.68,-1.74,-1.68,0.57,0.57,1.68,1.68
28,Entry Long,做多:24,2023-03-09 23:00,21701.5,0.004608,-1.68,-1.68,-1.74,-1.68,0.57,0.57,1.68,1.68
27,Exit Long,损23,2023-03-10 03:00,21337.2,0.000013,-0.004,-1.41,-0.06,0,0.002,0.84,0.004,1.41
27,Entry Long,做多:23,2023-03-09 20:00,21643.0,0.000013,-0.004,-1.41,-0.06,0,0.002,0.84,0.004,1.41
26,Exit Long,损24,2023-03-10 03:00,21366.9,0.004608,-1.27,-1.28,-0.06,-1.26,0.84,0.84,1.27,1.28
26,Entry Long,做多:23,2023-03-09 20:00,21643.0,0.004608,-1.27,-1.28,-0.06,-1.26,0.84,0.84,1.27,1.28
25,Exit Long,损22,2023-03-09 07:00,21665.9,0.004519,-2.07,-2.07,1.22,-2.01,0.35,0.35,2.07,2.07
25,Entry Long,做多:22,2023-03-09 01:00,22124.5,0.004519,-2.07,-2.07,1.22,-2.01,0.35,0.35,2.07,2.07
24,Exit Short,盈21,2023-03-07 23:00,22233.9,0.00446,0.81,0.81,3.29,0.79,0.81,0.81,0.74,0.74
24,Entry Short,做空:21,2023-03-06 08:00,22416.5,0.00446,0.81,0.81,3.29,0.79,0.81,0.81,0.74,0.74
23,Exit Short,盈20,2023-03-06 11:00,22271.2,0.004461,0.64,0.64,2.47,0.63,0.64,0.64,0.59,0.59
23,Entry Short,做空:20,2023-03-06 00:00,22414.0,0.004461,0.64,0.64,2.47,0.63,0.64,0.64,0.59,0.59
22,Exit Short,损19,2023-03-06 06:00,22545.5,0.004468,-0.76,-0.76,1.84,-0.74,0.30,0.3,0.76,0.76
22,Entry Short,做空:19,2023-03-05 21:00,22376.0,0.004468,-0.76,-0.76,1.84,-0.74,0.30,0.3,0.76,0.76
21,Exit Long,盈18,2023-03-03 05:00,23509.7,0.004298,1.06,1.06,2.59,1.04,1.06,1.06,0.06,0.06
21,Entry Long,做多:18,2023-03-03 03:00,23264.0,0.004298,1.06,1.06,2.59,1.04,1.06,1.06,0.06,0.06
20,Exit Short,损17,2023-02-27 03:00,23403.8,0.004315,-1.00,-1,1.54,-0.97,0.18,0.18,1.00,1
20,Entry Short,做空:17,2023-02-27 02:00,23172.5,0.004315,-1.00,-1,1.54,-0.97,0.18,0.18,1.00,1
19,Exit Short,盈16,2023-02-25 00:00,23415.6,0.004206,1.49,1.49,2.54,1.48,1.49,1.49,0.34,0.34
19,Entry Short,做空:16,2023-02-24 23:00,23770.0,0.004206,1.49,1.49,2.54,1.48,1.49,1.49,0.34,0.34
18,Exit Short,盈15,2023-02-13 06:00,21807.9,0.004554,0.67,0.67,1.04,0.67,0.67,0.67,0.25,0.25
18,Entry Short,做空:15,2023-02-13 04:00,21956.0,0.004554,0.67,0.67,1.04,0.67,0.67,0.67,0.25,0.25
17,Exit Short,损14,2023-02-12 23:00,21984.8,0.004583,-0.79,-0.79,0.37,-0.78,0.29,0.29,0.79,0.79
17,Entry Short,做空:14,2023-02-12 22:00,21813.5,0.004583,-0.79,-0.79,0.37,-0.78,0.29,0.29,0.79,0.79
16,Exit Long,盈13,2023-02-07 01:00,23079.1,0.004371,0.91,0.91,1.16,0.91,0.91,0.91,0.63,0.63
16,Entry Long,做多:13,2023-02-06 17:00,22871.0,0.004371,0.91,0.91,1.16,0.91,0.91,0.91,0.63,0.63
15,Exit Long,损9,2023-02-06 02:00,22962.2,0.004252,-1.62,-1.63,0.25,-1.59,1.01,1.02,1.62,1.63
15,Entry Long,做多:12,2023-02-04 16:00,23343.5,0.004252,-1.62,-1.63,0.25,-1.59,1.01,1.02,1.62,1.63
14,Exit Long,损10,2023-02-05 21:00,23036.2,0.000031,-0.01,-1.32,1.87,-0.01,0.01,1.02,0.01,1.32
14,Entry Long,做多:12,2023-02-04 16:00,23343.5,0.000031,-0.01,-1.32,1.87,-0.01,0.01,1.02,0.01,1.32
13,Exit Long,损10,2023-02-05 21:00,23036.2,0.004246,-1.48,-1.49,1.88,-1.43,0.84,0.84,1.48,1.49
13,Entry Long,做多:11,2023-02-04 12:00,23384.5,0.004246,-1.48,-1.49,1.88,-1.43,0.84,0.84,1.48,1.49
12,Exit Long,损11,2023-02-05 21:00,23126.0,0.00003,-0.01,-1.11,3.36,-0.01,0.01,0.84,0.01,1.11
12,Entry Long,做多:11,2023-02-04 12:00,23384.5,0.00003,-0.01,-1.11,3.36,-0.01,0.01,0.84,0.01,1.11
11,Exit Long,损11,2023-02-05 21:00,23126.0,0.004246,-1.07,-1.07,3.36,-1.02,0.87,0.88,1.07,1.07
11,Entry Long,做多:10,2023-02-04 07:00,23377.0,0.004246,-1.07,-1.07,3.36,-1.02,0.87,0.88,1.07,1.07
10,Exit Long,盈12,2023-02-04 22:00,23535.1,0.000031,0.005,0.68,4.43,0,0.005,0.68,0.004,0.54
10,Entry Long,做多:10,2023-02-04 07:00,23377.0,0.000031,0.005,0.68,4.43,0,0.005,0.68,0.004,0.54
9,Exit Long,盈12,2023-02-04 22:00,23535.1,0.004252,0.11,0.11,4.42,0.1,0.85,0.85,1.31,1.31
9,Entry Long,做多:9,2023-02-04 00:00,23509.5,0.004252,0.11,0.11,4.42,0.1,0.85,0.85,1.31,1.31
8,Exit Short,盈8,2023-02-02 04:00,22816.2,0.004324,1.33,1.33,4.32,1.29,1.33,1.33,0.20,0.2
8,Entry Short,做空:8,2023-02-01 09:00,23123.0,0.004324,1.33,1.33,4.32,1.29,1.33,1.33,0.20,0.2
7,Exit Long,盈7,2023-01-26 05:00,22852.4,0.004429,1.24,1.24,2.99,1.22,1.24,1.24,0.28,0.28
7,Entry Long,做多:7,2023-01-26 01:00,22572.5,0.004429,1.24,1.24,2.99,1.22,1.24,1.24,0.28,0.28
6,Exit Long,盈6,2023-01-23 23:00,23006.2,0.004401,1.29,1.29,1.75,1.28,1.29,1.29,0.98,0.98
6,Entry Long,做多:6,2023-01-23 18:00,22713.0,0.004401,1.29,1.29,1.75,1.28,1.29,1.29,0.98,0.98
5,Exit Long,损5,2023-01-23 05:00,22478.2,0.004363,-1.91,-1.91,0.46,-1.87,0.06,0.06,1.91,1.91
5,Entry Long,做多:5,2023-01-23 03:00,22916.0,0.004363,-1.91,-1.91,0.46,-1.87,0.06,0.06,1.91,1.91
4,Exit Short,做多:5,2023-01-23 03:00,22916.0,0.004387,-0.56,-0.56,2.37,-0.55,0.76,0.76,2.53,2.53
4,Entry Short,做空:4,2023-01-21 20:00,22788.0,0.004387,-0.56,-0.56,2.37,-0.55,0.76,0.76,2.53,2.53
3,Exit Long,盈3,2023-01-16 10:00,21175.2,0.00479,1.45,1.45,2.93,1.43,1.45,1.45,0.62,0.62
3,Entry Long,做多:3,2023-01-16 05:00,20873.0,0.00479,1.45,1.45,2.93,1.43,1.45,1.45,0.62,0.62
2,Exit Short,盈2,2023-01-10 05:00,17200.6,0.005783,0.55,0.55,1.48,0.54,0.55,0.55,0.07,0.07
2,Entry Short,做空:2,2023-01-10 05:00,17295.0,0.005783,0.55,0.55,1.48,0.54,0.55,0.55,0.07,0.07
1,Exit Short,盈1,2023-01-06 22:00,16683.3,0.00594,0.94,0.94,0.94,0.94,0.94,0.94,0.21,0.21
1,Entry Short,做空:1,2023-01-05 05:00,16841.0,0.00594,0.94,0.94,0.94,0.94,0.94,0.94,0.21,0.21